concept_id,concept_name,avg_per_pid,from_table,unique_pid_count
42539502,Transplanted kidney present,1.080188679245283,condition_occurrence,212
35211306,,1.1132075471698113,,212
45586132,,1.1273584905660377,,212
45606824,,1.0896226415094339,,212
35207668,,1.1320754716981132,,212
443257,Swelling / lump finding,1.0660377358490567,condition_occurrence,212
35209277,,1.1374407582938388,,211
45596549,,1.127962085308057,,211
762297,Pain in right knee,1.127962085308057,condition_occurrence,211
45587506,,1.1184834123222749,,211
443612,Chronic kidney disease stage 4,1.1374407582938388,condition_occurrence,211
79864,Hematuria syndrome,1.1184834123222749,condition_occurrence,211
45577823,,1.1047619047619048,,210
4193704,Type 2 diabetes mellitus without complication,1.1095238095238096,condition_occurrence,210
35206882,,1.1095238095238096,,210
42869447,Nucleated cells [#/volume] in Body fluid by Automated count,2.0952380952380953,measurement,210
437677,Abnormal findings on diagnostic imaging of lung,1.1047619047619048,condition_occurrence,210
35205665,,1.0909090909090908,,209
45562840,,1.0669856459330143,,209
433957,Progressive multifocal leukoencephalopathy,1.0909090909090908,condition_occurrence,209
762294,Pain in right foot,1.0669856459330143,condition_occurrence,209
45586588,,1.0673076923076923,,208
137548,Cervical radiculopathy,1.1009615384615385,condition_occurrence,208
255573,Chronic obstructive lung disease,1.0673076923076923,condition_occurrence,208
35208025,,1.0673076923076923,,208
45582174,,1.1009615384615385,,208
3023323,Follitropin [Units/volume] in Serum or Plasma,2.2705314009661834,measurement,207
4242816,Benign neoplasm of pituitary gland,1.0628019323671498,condition_occurrence,207
193322,Right lower quadrant pain,1.1159420289855073,condition_occurrence,207
35206610,,1.0628019323671498,,207
45582694,,1.1159420289855073,,207
37202304,,1.1111111111111112,,207
35207157,,1.0922330097087378,,206
45568112,,1.0776699029126213,,206
4077577,Moderate recurrent major depression,1.0922330097087378,condition_occurrence,206
4195085,Nasal congestion,1.0922330097087378,condition_occurrence,206
45602003,,1.0922330097087378,,206
198263,Right upper quadrant pain,1.0776699029126213,condition_occurrence,206
35206757,,1.0926829268292684,,205
35205823,,1.0975609756097562,,205
35207155,,1.078048780487805,,205
35208969,,1.1073170731707318,,205
4084966,Candida infection of genital region,1.0975609756097562,condition_occurrence,205
35207065,,1.146341463414634,,205
4035611,Seropositive rheumatoid arthritis,1.0975609756097562,condition_occurrence,205
439777,Anemia,1.0926829268292684,condition_occurrence,205
45553045,,1.0975609756097562,,205
194133,Low back pain,1.1073170731707318,condition_occurrence,205
4282096,"Major depression, single episode",1.078048780487805,condition_occurrence,205
320136,Disorder of respiratory system,1.0588235294117647,condition_occurrence,204
45534429,,1.1029411764705883,,204
256451,Bronchitis,1.1176470588235294,condition_occurrence,204
443611,Chronic kidney disease stage 5,1.0637254901960784,condition_occurrence,204
35211524,,1.0637254901960784,,204
45591807,,1.1372549019607843,,204
35208108,,1.0588235294117647,,204
45538681,,1.0735294117647058,,204
3017925,Prealbumin [Mass/volume] in Serum or Plasma by Immunoassay,2.1372549019607843,measurement,204
4172704,,1.1176470588235294,,204
31967,Nausea,1.1029411764705883,condition_occurrence,204
438878,Liver function tests abnormal,1.0637254901960784,condition_occurrence,204
35208013,,1.1176470588235294,,204
35209278,,1.0637254901960784,,204
35208189,,1.0985221674876848,,203
195867,Noninflammatory disorder of the vagina,1.1133004926108374,condition_occurrence,203
35209456,,1.1133004926108374,,203
30437,Gastro-esophageal reflux disease with esophagitis,1.0985221674876848,condition_occurrence,203
45595797,,1.099009900990099,,202
45567469,,1.0792079207920793,,202
3012544,pH of Venous blood,2.099009900990099,measurement,202
35206881,,1.118811881188119,,202
3013784,Calcium.ionized [Moles/volume] in Serum or Plasma by Ion-selective membrane electrode (ISE),2.277227722772277,measurement,202
45552539,,1.0945273631840795,,201
442588,Obstructive sleep apnea syndrome,1.0945273631840795,condition_occurrence,201
45557293,,1.0945273631840795,,201
433316,Dizziness and giddiness,1.0796019900497513,condition_occurrence,201
45552941,,1.1293532338308458,,201
140641,Verruca vulgaris,1.1044776119402986,condition_occurrence,201
35211350,,1.0796019900497513,,201
3004722,Prolactin [Mass/volume] in Serum or Plasma,2.1592039800995027,measurement,201
4216771,Impotence,1.09,condition_occurrence,200
4147829,Pain in pelvis,1.105,condition_occurrence,200
37017432,Polyneuropathy due to type 2 diabetes mellitus,1.09,condition_occurrence,200
35207784,,1.095,,200
45557113,,1.09,,200
35206695,,1.1,,200
35211290,,1.105,,200
380094,Carpal tunnel syndrome,1.115,condition_occurrence,200
45548672,,1.09,,200
4154290,Paroxysmal atrial fibrillation,1.095,condition_occurrence,200
45586187,,1.1155778894472361,,199
443597,Chronic kidney disease stage 3,1.1105527638190955,condition_occurrence,199
35209276,,1.1105527638190955,,199
35209490,,1.100502512562814,,199
35211388,,1.0804020100502512,,199
195321,Postmenopausal bleeding,1.100502512562814,condition_occurrence,199
257011,Acute upper respiratory infection,1.0753768844221105,condition_occurrence,199
134736,Backache,1.1055276381909547,condition_occurrence,199
35208971,,1.1055276381909547,,199
35207929,,1.0753768844221105,,199
378253,Headache,1.0804020100502512,condition_occurrence,199
374919,Multiple sclerosis,1.0757575757575757,condition_occurrence,198
45534422,,1.0707070707070707,,198
35209468,,1.0909090909090908,,198
443800,Amenorrhea,1.0909090909090908,condition_occurrence,198
35207365,,1.0757575757575757,,198
35207557,,1.1161616161616161,,198
45548395,,1.1414141414141414,,198
437541,Glaucoma,1.1161616161616161,condition_occurrence,198
4144111,Gastroesophageal reflux disease without esophagitis,1.0555555555555556,condition_occurrence,198
35208190,,1.0555555555555556,,198
434613,Generalized anxiety disorder,1.0757575757575757,condition_occurrence,198
45591808,,1.095959595959596,,198
35207170,,1.0757575757575757,,198
4150062,Knee pain,1.1414141414141414,condition_occurrence,198
45595884,,1.0812182741116751,,197
4329041,Pain,1.1116751269035532,condition_occurrence,197
45553715,,1.0812182741116751,,197
195083,Left lower quadrant pain,1.0812182741116751,condition_occurrence,197
35211389,,1.1116751269035532,,197
437663,Fever,1.0710659898477157,condition_occurrence,197
443769,Degeneration of lumbar intervertebral disc,1.0862944162436547,condition_occurrence,197
35211387,,1.0710659898477157,,197
200219,Abdominal pain,1.1269035532994924,condition_occurrence,197
45568114,,1.1269035532994924,,197
45577283,,1.0862944162436547,,197
45548944,,1.0913705583756346,,197
35207924,,1.0558375634517767,,197
35205776,,1.0812182741116751,,197
439297,Nuclear senile cataract,1.0913705583756346,condition_occurrence,197
439727,Human immunodeficiency virus infection,1.0812182741116751,condition_occurrence,197
25297,Acute pharyngitis,1.0558375634517767,condition_occurrence,197
45538868,,1.1071428571428572,,196
135618,Pruritic rash,1.1173469387755102,condition_occurrence,196
4171917,Localized edema,1.0765306122448979,condition_occurrence,196
35208496,,1.1173469387755102,,196
196523,Diarrhea,1.086734693877551,condition_occurrence,196
35211400,,1.0765306122448979,,196
45534435,,1.086734693877551,,196
765131,Pain in left foot,1.1071428571428572,condition_occurrence,196
27674,Nausea and vomiting,1.0923076923076922,condition_occurrence,195
35209281,,1.0512820512820513,,195
201620,Kidney stone,1.0512820512820513,condition_occurrence,195
193402,Bacterial enteritis,1.0769230769230769,condition_occurrence,195
45562457,,1.0615384615384615,,195
4174262,Polyneuropathy,1.0923076923076922,condition_occurrence,195
35205421,,1.0769230769230769,,195
35207458,,1.0923076923076922,,195
45606796,,1.0923076923076922,,195
45577227,,1.0769230769230769,,195
77074,Joint pain,1.0769230769230769,condition_occurrence,195
35207172,,1.1025641025641026,,195
45768910,Uncomplicated asthma,1.0615384615384615,condition_occurrence,195
4133015,Sprain of anterior cruciate ligament of knee,1.1185567010309279,condition_occurrence,194
37200312,,1.1546391752577319,,194
45576876,,1.1185567010309279,,194
35206858,,1.077319587628866,,194
313217,Atrial fibrillation,1.1185567010309279,condition_occurrence,194
437827,Pure hypercholesterolemia,1.1546391752577319,condition_occurrence,194
138384,Acquired hypothyroidism,1.077319587628866,condition_occurrence,194
45558483,,1.0829015544041452,,193
35208819,,1.0621761658031088,,193
45543613,,1.1295336787564767,,193
435524,Sleep disorder,1.0932642487046633,condition_occurrence,193
35207410,,1.0932642487046633,,193
436230,Blood chemistry abnormal,1.0829015544041452,condition_occurrence,193
440740,Takayasu's disease,1.0621761658031088,condition_occurrence,193
45539047,,1.1302083333333333,,192
80502,Osteoporosis,1.078125,condition_occurrence,192
35209324,,1.09375,,192
198803,Benign prostatic hyperplasia,1.1302083333333333,condition_occurrence,192
35209038,,1.078125,,192
45587523,,1.0989583333333333,,192
4041283,General finding of observation of patient,1.0989583333333333,condition_occurrence,192
81902,Urinary tract infectious disease,1.09375,condition_occurrence,192
35207173,,1.094240837696335,,191
197381,Epigastric pain,1.1413612565445026,condition_occurrence,191
45558454,,1.1413612565445026,,191
4155909,Anesthesia of skin,1.0837696335078535,condition_occurrence,191
318736,Migraine,1.1047120418848169,condition_occurrence,191
133141,Tinea pedis,1.0890052356020943,condition_occurrence,191
140648,Onychomycosis due to dermatophyte,1.1099476439790577,condition_occurrence,191
35205806,,1.1099476439790577,,191
45571810,,1.1099476439790577,,191
35205808,,1.0890052356020943,,191
3028286,Albumin [Mass/volume] in Serum or Plasma by Electrophoresis,2.18848167539267,measurement,191
35211304,,1.0837696335078535,,191
45601182,,1.0523560209424083,,191
45539319,,1.0842105263157895,,190
31317,Dysphagia,1.0842105263157895,condition_occurrence,190
433758,Childhood emotional disorder,1.0736842105263158,condition_occurrence,190
254761,Cough,1.0789473684210527,condition_occurrence,190
